company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city
EgyMe,Internet marketing service,http://www.egyme.com/,,,,,+20 10 01125040,"29 Gool Gamal, Al Huwaiteyah, Agouza, Giza Governorate 3753602, Egypt",,,,4.6,25,,,,web development companies in Cairo,https://www.google.com/maps/place/EgyMe/data=!4m7!3m6!1s0x145841251c09c169:0x9fc96195a3a15fc9!8m2!3d30.053577!4d31.207308!16s%2Fg%2F1v68p4dv!19sChIJacEJHCVBWBQRyV-ho5VhyZ8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:05:24.389Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development,,,,false,0.7,rules,middle-east,egypt,cairo
MonkeyTech,Software company,http://monkeytech.co.il/,,,,,+972 3-529-9957,"Rival St 7, Tel Aviv-Yafo, 6777840, Israel",,,,4.9,17,,,,software companies in Tel Aviv,https://www.google.com/maps/place/MonkeyTech/data=!4m7!3m6!1s0x151d4c9da2683c47:0x7a0f2acafc7db7c8!8m2!3d32.0629683!4d34.7818363!16s%2Fg%2F11b6vk8t32!19sChIJRzxoop1MHRURyLd9_MoqD3o?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:08:52.453Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,israel,tel-aviv
vcita software,Software company,https://www.vcita.com/,,,,,,"HaBarzel St 32, Tel Aviv-Yafo, Israel",https://www.linkedin.com/in/levyitzik/,https://www.facebook.com/groups/newvcitafeatures/,https://www.instagram.com/vcita/,4.6,22,,,,software companies in Tel Aviv,https://www.google.com/maps/place/vcita+software/data=!4m7!3m6!1s0x151d49eadb733f7f:0xff6a7539e5e1d5a2!8m2!3d32.1096954!4d34.8418846!16s%2Fg%2F1hm3jgxqm!19sChIJfz9z2-pJHRURotXh5Tl1av8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:08:52.453Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,israel,tel-aviv
Ct Serv,Software company,http://www.ctserv.net/,,,,,+961 9 830 650,"VGPG+GWF, Beirut, Lebanon",,,,4.8,10,,,,tech companies in Beirut,https://www.google.com/maps/place/Ct+Serv/data=!4m7!3m6!1s0x151f165478e6deeb:0x10c923e115c189cf!8m2!3d33.8863137!4d35.5272848!16s%2Fg%2F11c70ck8w4!19sChIJ697meFQWHxURz4nBFeEjyRA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:16:14.500Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,lebanon,beirut
Quaid Soft ® | A Real Estate Software - Housing Scheme Software Company in Lahore Pakistan,Software company,https://www.quaidsoft.com/,,,,,+92 321 4812006,"Office No. 325, 3rd Floor, Al Hafeez Shopping Mall, Main Blvd Gulberg, Block D1 |||, Lahore, 54660, Pakistan",,,,5.0,14,,,,software development companies in Lahore,https://www.google.com/maps/place/Quaid+Soft+%C2%AE+%7C+A+Real+Estate+Software+-+Housing+Scheme+Software+Company+in+Lahore+Pakistan/data=!4m7!3m6!1s0x690a0188864e0af9:0x254b6898960ecf36!8m2!3d31.5141068!4d74.3435721!16s%2Fg%2F11s745jw1g!19sChIJ-QpOhogBCmkRNs8OlphoSyU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:21:33.854Z,2026-07-14T20:38:28.706+00:00,2026-07-14T20:38:28.706+00:00,real-estate,real-estate,,,,false,0.8999999999999999,rules,south-asia,pakistan,lahore
Seven Technology,Software company,,,,,,+92 51 4101011,"floor, Block B, Software Technology Park, 1st, 3 Service Rd N, I-9/3 I 9/3 I-9, Islamabad, Pakistan",,,,4.7,41,,,,tech companies in Islamabad,https://www.google.com/maps/place/Seven+Technology/data=!4m7!3m6!1s0x38df9571d6e465b1:0xa56b7d03e1e9fcf5!8m2!3d33.6644434!4d73.0523042!16s%2Fg%2F11b5wkgc2g!19sChIJsWXk1nGV3zgR9fzp4QN9a6U?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:25:16.702Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,south-asia,pakistan,islamabad
BroadlyTech SMC Pvt Limited,Software company,,,,,,+92 51 2717393,"Office No 8 Paris, Rose Tower, opposite NUST Gate 2, H-13, Islamabad, 45200, Pakistan",,,,4.8,21,,,,software companies in Islamabad,https://www.google.com/maps/place/BroadlyTech+SMC+Pvt+Limited/data=!4m7!3m6!1s0x38dfb316175bc291:0x5b14b42e1187ee61!8m2!3d33.6413681!4d72.9818913!16s%2Fg%2F11j4cvxl6j!19sChIJkcJbFxaz3zgRYe6HES60FFs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:27:10.922Z,,,,,,,,false,0,rules,south-asia,pakistan,islamabad
Terawe Technologies Pvt. Ltd.,Software company,http://www.terawe.com/,,,,,+91 97836 91458,"4th Floor, IndiQube Crystal, Municipal No. 73, Church St, near Mahatma Gandhi Road, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",,,,4.9,14,,,,IT companies in Bangalore,https://www.google.com/maps/place/Terawe+Technologies+Pvt.+Ltd./data=!4m7!3m6!1s0x3bae16660f64ae6b:0x17e82f11d2ee63cc!8m2!3d12.9747462!4d77.6063175!16s%2Fg%2F11c1pbqkx1!19sChIJa65kD2YWrjsRzGPu0hEv6Bc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:30:51.065Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,south-asia,india,bangalore
Atto Infotech - Hire PHP Web & Mobile App Developers in Mumbai. Android & iOS Development Company,Software company,https://www.attoinfotech.com/,,,,,+91 98207 59345,"Rm No. 16, Ground Floor, Dr Babasaheb Ambedkar Rd, Hindmata, Radhika Saikripa Co-op Society, Dadar East, Mumbai, Maharashtra 400014, India",,,,4.5,25,,,,software development companies in Mumbai,https://www.google.com/maps/place/Atto+Infotech+-+Hire+PHP+Web+%26+Mobile+App+Developers+in+Mumbai.+Android+%26+iOS+Development+Company/data=!4m7!3m6!1s0x3be7cedd081f7fef:0x8bca70836a0f51eb!8m2!3d19.009855!4d72.842547!16s%2Fg%2F11bwfmnq2q!19sChIJ738fCN3O5zsR61EPaoNwyos?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:36:27.862Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,mobile-apps,mobile-apps; web-development,web-development,,,false,0.95,rules,south-asia,india,mumbai
"MLM Software Company in Delhi | Best MLM Software Development | MLM Software Provider, Unilevel MLM Plan Software",Software company,https://www.mlmwebsoftware.in/,info@mlmwebsoftware.in,info@mlmwebsoftware.in,,,,,,,,5.0,1,,,,software companies in Delhi,"https://www.google.com/maps/place/MLM+Software+Company+in+Delhi+%7C+Best+MLM+Software+Development+%7C+MLM+Software+Provider,+Unilevel+MLM+Plan+Software/data=!4m7!3m6!1s0x2ea1618e21fa904b:0xd720f3e29260aed8!8m2!3d26.0020149!4d80.6183267!16s%2Fg%2F11zhkmd_61!19sChIJS5D6IY5hoS4R2K5gkuLzINc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,unknown,40,C,2026-08-26T11:40:03.560Z,,,,,,,,false,0,rules,south-asia,india,delhi
Genic Solutions Pte Ltd - Custom Software Development Company in Singapore,Software company,https://www.genicsolutions.com/,,,,,+65 6834 3026,"10 Ubi Cres, #04-50 Lobby Ubi Techpark, C, Singapore 408564",,,,5.0,7,,,,software companies in Singapore,https://www.google.com/maps/place/Genic+Solutions+Pte+Ltd+-+Custom+Software+Development+Company+in+Singapore/data=!4m7!3m6!1s0x31da177f086dd077:0x44fa3d3301e939ea!8m2!3d1.3264632!4d103.896365!16s%2Fg%2F11fvtr5b7g!19sChIJd9BtCH8X2jER6jnpATM9-kQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:49:19.567Z,,,,,,,,false,0,rules,southeast-asia,singapore,
Titansoft Pte Ltd,Software company,https://www.titansoft.com/en,,,,,+65 6396 6458,"15 Harvey Rd, #02-02, Singapore 369930",https://www.linkedin.com/company/titansoft-pte-ltd,,,4.4,13,,,,software companies in Singapore,https://www.google.com/maps/place/Titansoft+Pte+Ltd/data=!4m7!3m6!1s0x31da196b893cfce3:0xeaedf4a971e7e258!8m2!3d1.3333602!4d103.8843651!16s%2Fg%2F1hc2pnzpn!19sChIJ4_w8iWsZ2jERWOLncan07eo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:49:19.567Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,singapore,
HectaData Sdn Bhd Malaysia,Software company,https://hectadata.com/,,,,,+60 17-238 7386,"Level 11 Unit 3, Menara Sentral vista, Jln Sultan Abdul Samad, Brickfields, 50470 Kuala Lumpur, Malaysia",https://www.linkedin.com/company/hectadata-sdn-bhd/,,,4.3,6,,,,software companies in Kuala Lumpur,https://www.google.com/maps/place/HectaData+Sdn+Bhd+Malaysia/data=!4m7!3m6!1s0x31cc49c4851a1441:0x3e7a079878ed8bac!8m2!3d3.133028!4d101.6913499!16s%2Fg%2F11nxq1g5n7!19sChIJQRQahcRJzDERrIvteJgHej4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T11:56:45.346Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,malaysia,kuala-lumpur
"Tsukiden Global Solutions, Inc.",Software company,https://www.tsukiden.com.ph/,,,,,+63 2 8477 8474,"Unit 2102 One Corporate Centre, Julia Vargas, corner Meralco Ave, Ortigas Center, Pasig, 1605, Philippines",,,,4.7,12,,,,software companies in Manila,"https://www.google.com/maps/place/Tsukiden+Global+Solutions,+Inc./data=!4m7!3m6!1s0x3397c86ca35585fb:0x5476929b4e13e07!8m2!3d14.583926!4d121.063295!16s%2Fg%2F1tplh865!19sChIJ-4VVo2zIlzMRBz7htClpRwU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,,40,C,2026-08-26T12:00:34.611Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,philippines,manila
PurpleBug - Digital Marketing Tech Company,Internet marketing service,https://purplebug.net/,,,,,+63 2 7001 4298,"Unit 806, Antel 2000 Corporate Center, Valero, Makati City, 1226 Metro Manila, Philippines",,,,4.5,28,,,,web development agencies in Manila,https://www.google.com/maps/place/PurpleBug+-+Digital+Marketing+Tech+Company/data=!4m7!3m6!1s0x3397c90f2bd1cad5:0xc9bcbd60a2a576ee!8m2!3d14.5588527!4d121.0198624!16s%2Fg%2F1tr8j2k2!19sChIJ1crRKw_JlzMR7nalomC9vMk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:02:15.554Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; digital-marketing,digital-marketing,,,false,0.6,rules,southeast-asia,philippines,manila
Lanex Philippines,Software company,,,,,,+63 32 402 0145,"14th Flr, Bldg Jose Maria del Mar Ave, Apas, Cebu City, 6000 Cebu, Philippines",,,,4.8,39,,,,software development companies in Cebu,https://www.google.com/maps/place/Lanex+Philippines/data=!4m7!3m6!1s0x33a999bf2d35e9cd:0x2a9a57cc8ff1fa82!8m2!3d10.3290473!4d123.9068258!16s%2Fg%2F11f6g3rw3_!19sChIJzek1Lb-ZqTMRgvrxj8xXmio?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:03:56.637Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,philippines,cebu
Positive Thinking Company,Software company,https://positivethinking.tech/,,,,,+84 28 3812 3367,"Etown, 364 Cộng Hòa, Tân Bình, Hồ Chí Minh, Vietnam",,,,4.8,18,,,,software companies in Ho Chi Minh City,https://www.google.com/maps/place/Positive+Thinking+Company/data=!4m7!3m6!1s0x3175295020cc93bf:0x8b5d4f62d4c8e8e9!8m2!3d10.8020047!4d106.6413804!16s%2Fg%2F11b5pj3dcp!19sChIJv5PMIFApdTER6ejI1GJPXYs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:05:42.932Z,,,,,,,,false,0,rules,southeast-asia,vietnam,ho-chi-minh
Designveloper - Custom Software Development Company in Vietnam,Software company,,,,,,+84 28 3914 7373,"55 Phó Đức Chính, Bến Thành, Hồ Chí Minh 700000, Vietnam",,,,4.9,37,,,,IT companies in Ho Chi Minh City,https://www.google.com/maps/place/Designveloper+-+Custom+Software+Development+Company+in+Vietnam/data=!4m7!3m6!1s0x31752f3fc7d916ed:0xa173707dd38f924f!8m2!3d10.7683657!4d106.7003727!16s%2Fg%2F11bx1hq343!19sChIJ7RbZxz8vdTERT5KP031wc6E?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:07:19.168Z,,,,,,,,false,0,rules,southeast-asia,vietnam,ho-chi-minh
Website design company in Hanoi,Web hosting company,http://website.net.vn/,,,,,+84 916 882 885,"Tòa nhà 17T4, Trung Hòa/P. Hoàng Đạo Thúy Cầu Giấy, Trung Hòa Nhân Chính, Yên Hòa, Hà Nội 100000, Vietnam",,,,4.7,13,,,,software development companies in Hanoi,https://www.google.com/maps/place/Website+design+company+in+Hanoi/data=!4m7!3m6!1s0x3135aca19b9f2dff:0x2adf0d5927dbe276!8m2!3d21.0070136!4d105.8033537!16s%2Fg%2F11g98xg7dz!19sChIJ_y2fm6GsNTERduLbJ1kN3yo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:09:01.697Z,2026-08-10T00:21:12.154+00:00,2026-08-10T00:21:12.154+00:00,web-development,web-development; ui-ux-design,ui-ux-design,,,false,0.7999999999999999,rules,southeast-asia,vietnam,hanoi
JTM Software Jakarta,Software company,http://www.jtmmks.com/,,,,,+62 821-8898-7174,"Tower Sudirman 7.8, Jl. Jenderal Sudirman No.7-8 Level 16 Unit 1 & 2, RT.9/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",,,,5.0,17,,,,software companies in Jakarta,https://www.google.com/maps/place/JTM+Software+Jakarta/data=!4m7!3m6!1s0x2e69f563513c911f:0x391e14449ea02bc9!8m2!3d-6.2082045!4d106.8204473!16s%2Fg%2F11trwpx079!19sChIJH5E8UWP1aS4RySugnkQUHjk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:10:40.651Z,,,,,,,,false,0,rules,southeast-asia,indonesia,jakarta
SoftwareOne Indonesia,Software company,http://www.softwareone.com/id-id,,,,,+62 21 5761515,"Menara Rajawali, Jl. DR. Ide Anak Agung Gde Agung 18th Floor, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Jakarta, Daerah Khusus Ibukota Jakarta 12950, Indonesia",,,,4.8,9,,,,IT companies in Jakarta,https://www.google.com/maps/place/SoftwareOne+Indonesia/data=!4m7!3m6!1s0x2e69f3fb2bc1e381:0x764549c676d973e5!8m2!3d-6.2271612!4d106.8264264!16s%2Fg%2F11cr_z73pw!19sChIJgePBK_vzaS4R5XPZdsZJRXY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:12:32.295Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,indonesia,jakarta
Sme Cube,Software company,https://smecube.com/,,,,,+880 1758-587899,"House - 22 , (9th Floor) , Road - 1 , Block - H, Dhaka 1212, Bangladesh",,,,5.0,11,,,,tech startups in Dhaka,https://www.google.com/maps/place/Sme+Cube/data=!4m7!3m6!1s0x3755c710a034b4c9:0x1fdefa0ab9ab740a!8m2!3d23.7655736!4d90.4466383!16s%2Fg%2F11yprbdsbt!19sChIJybQ0oBDHVTcRCnSruQr63h8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:19:18.426Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,south-asia,bangladesh,dhaka
Rexoit,Software company,https://www.rexoit.com/,,,,,+880 1888-042371,"Block L, Apt 5B, House, 14/A Rd Number 2, Dhaka 1213, Bangladesh",,,,4.5,23,,,,tech startups in Dhaka,https://www.google.com/maps/place/Rexoit/data=!4m7!3m6!1s0x37547f29b029116b:0x312e9851398dc6d4!8m2!3d23.7830943!4d90.3998548!16s%2Fg%2F11c7t1dv42!19sChIJaxEpsCl_VDcR1MaNOVGYLjE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:19:18.426Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,south-asia,bangladesh,dhaka
Exolve Technologies Limited,Software company,http://www.exolvemedia.com/,,,,,+234 12957579,"F9XG+QG5, Alagomeji-Yaba, Lagos 101245, Lagos, Nigeria",,,,4.6,38,,,,software companies in Lagos,https://www.google.com/maps/place/Exolve+Technologies+Limited/data=!4m7!3m6!1s0x103b8c610b908c2f:0x1871f9365ecad630!8m2!3d6.4993788!4d3.3763571!16s%2Fg%2F11bwh5ft2j!19sChIJL4yQC2GMOxARMNbKXjb5cRg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:22:49.341Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,nigeria,lagos
Software Technologies Limited,Software company,https://www.stl-horizon.com/,,,,,+254 709 609000,"West Point Building, Nairobi, Kenya",,,,4.5,40,,,,software companies in Nairobi,https://www.google.com/maps/place/Software+Technologies+Limited/data=!4m7!3m6!1s0x182f17028d158687:0x2243f25dcf5352cb!8m2!3d-1.2621903!4d36.8070803!16s%2Fg%2F1tdst41z!19sChIJh4YVjQIXLxgRy1JTz13yQyI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:26:33.959Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,kenya,nairobi
Belva Digital Marketing-Tech Agency,Internet marketing service,,,,,,+254 725 436181,"7734, Muchai Drive, 53656, off Ngong Road, Kenya",,,,4.8,33,,,,tech startups in Nairobi,https://www.google.com/maps/place/Belva+Digital+Marketing-Tech+Agency/data=!4m7!3m6!1s0x182f17467efbef7b:0x1e86503f0c3e0624!8m2!3d-1.3018008!4d36.8001091!16s%2Fg%2F1q6b3n4p6!19sChIJe-_7fkYXLxgRJAY-DD9Qhh4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:28:23.611Z,,,digital-marketing,digital-marketing,,,,false,0.7,rules,africa,kenya,nairobi
tappi,Software company,http://tappi.app/,,,,,+254 715 412061,"Mitsumi Business Park, 404 Muthithi Rd, Nairobi, Kenya",,,,4.9,17,,,,tech startups in Nairobi,https://www.google.com/maps/place/tappi/data=!4m7!3m6!1s0x182f173c00e05bed:0xe2e29623d2764736!8m2!3d-1.2698947!4d36.8112426!16s%2Fg%2F11sj2bqzrc!19sChIJ7VvgADwXLxgRNkd20iOW4uI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:28:23.611Z,,,,,,,,false,0,rules,africa,kenya,nairobi
Liorra Tech,Software company,http://www.liorra.io/,,,,,+27 72 934 7387,"Building 4, Podium Level, 51 Gogosoa St, Cape Town City Centre, Cape Town, 8000, South Africa",,,,4.9,11,,,,software companies in Cape Town,https://www.google.com/maps/place/Liorra+Tech/data=!4m7!3m6!1s0x1e950d6d0acfcf47:0x2de264e4475f7d39!8m2!3d-33.9329827!4d18.475246!16s%2Fg%2F11s34c7t11!19sChIJR8_PCm0NlR4ROX1fR-Rk4i0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:30:06.261Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,south-africa,cape-town
ByteWave IT Solutions,Software company,https://bytewave-it.co.za/,,,,,+27 21 300 1819,"113 Loop St, Cape Town City Centre, Cape Town, 8000, South Africa",,,,4.5,33,,,,software companies in Cape Town,https://www.google.com/maps/place/ByteWave+IT+Solutions/data=!4m7!3m6!1s0x1dcc6765c8a72fdd:0x9856da069ec74dac!8m2!3d-33.9227599!4d18.41797!16s%2Fg%2F11kj006j7l!19sChIJ3S-nyGVnzB0RrE3HngbaVpg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:30:06.261Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,south-africa,cape-town
LTM,Software company,,,,,,+27 11 317 9200,"Level 1, 15 Biermann Ave, Rosebank, Johannesburg, 2196, South Africa",,,,4.7,21,,,,IT companies in Johannesburg,https://www.google.com/maps/place/LTM/data=!4m7!3m6!1s0x1e9576a5aaaedda7:0xf33dee66753094ba!8m2!3d-26.143102!4d28.04218!16s%2Fg%2F11cn189bqq!19sChIJp92uqqV2lR4RupQwdWbuPfM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:31:51.266Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,south-africa,johannesburg
CHY SOFTWARE COMPANY LIMITED,Software company,,,,,,+233 54 189 6274,"Accra, Ghana",,,,4.6,66,,,,software companies in Accra,https://www.google.com/maps/place/CHY+SOFTWARE+COMPANY+LIMITED/data=!4m7!3m6!1s0xfdf9b6e0b075f5b:0x5ea24c4a01711791!8m2!3d5.6313874!4d-0.0989391!16s%2Fg%2F11jkn699sm!19sChIJW18HC26b3w8RkRdxAUpMol4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:33:51.650Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,ghana,accra
Software companies | IT companies | ICT companies | IT consulting | ghana accra,Software company,http://www.techmaaxxghana.com/,,,,,+233 26 939 9903,"Second floor, North Liberia Link Palma house, Accra, Ghana",,,,4.5,21,,,,software companies in Accra,https://www.google.com/maps/place/Software+companies+%7C+IT+companies+%7C+ICT+companies+%7C+IT+consulting+%7C+ghana+accra/data=!4m7!3m6!1s0xfdf90a1578306e7:0x9d22354a0f659966!8m2!3d5.5550207!4d-0.2182946!16s%2Fg%2F11f08k0ztj!19sChIJ5waDV6GQ3w8RZpllD0o1Ip0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:33:51.650Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,professional-services,professional-services,,,,false,0.7,rules,africa,ghana,accra
Inpath Technologies Ghana,Software company,http://www.inpathgroup.africa/,,,,,+233 20 187 6093,"H/No F89, Behind Labone Senior High School, 7 Emmaus Rd, Accra, Ghana",,,,4.6,21,,,,software companies in Accra,https://www.google.com/maps/place/Inpath+Technologies+Ghana/data=!4m7!3m6!1s0xfdf856447976a31:0x1eb8b8a078e05ef3!8m2!3d5.5639635!4d-0.1675804!16s%2Fg%2F11m9pzrcgf!19sChIJMWqXR2SF3w8R817geKC4uB4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:33:51.650Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,africa,ghana,accra
WE THINK AI - AI led Product and Platform Engineering Company,Software company,,,,,,+1 408-693-2166,"95 3rd St 2nd Floor, San Francisco, CA 94103, United States",,,,5.0,2,,,,AI startups in San Francisco,https://www.google.com/maps/place/WE+THINK+AI+-+AI+led+Product+and+Platform+Engineering+Company/data=!4m7!3m6!1s0x808581d1ce8a18b7:0x1b32214218d6b52b!8m2!3d37.7866019!4d-122.4021831!16s%2Fg%2F11lcbz1mhc!19sChIJtxiKztGBhYARK7XWGEIhMhs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T12:41:10.296Z,,,ai-ml,ai-ml,,,,false,0.7,rules,north-america,usa,san-francisco
